+----------------+------------------+-------------+-------------------+-------------+--------------+
| GPIO Pin Number| GPIO Signal Name | Bank Number | Control Registers | Register Bit| Register Field
+----------------+------------------+-------------+-------------------+-------------+--------------+
| 1              | GP0[0]           | 0           | register_name01   | Bit 0       | GP0P0        |
| 50             | GP3[1]           | 3           | register_name23   | Bit 17      | GP3P1        |
| 51             | GP3[2]           | 3           | register_name23   | Bit 18      | GP3P2        |
| 52             | GP3[3]           | 3           | register_name23   | Bit 19      | GP3P3        |
| 53             | GP3[4]           | 3           | register_name23   | Bit 20      | GP3P4        |
| 54             | GP3[5]           | 3           | register_name23   | Bit 21      | GP3P5        |
| 55             | GP3[6]           | 3           | register_name23   | Bit 22      | GP3P6        |
| 56             | GP3[7]           | 3           | register_name23   | Bit 23      | GP3P7        |
| 57             | GP3[8]           | 3           | register_name23   | Bit 24      | GP3P8        |
| 58             | GP3[9]           | 3           | register_name23   | Bit 25      | GP3P9        |
| 59             | GP3[10]          | 3           | register_name23   | Bit 26      | GP3P10       |
| 60             | GP3[11]          | 3           | register_name23   | Bit 27      | GP3P11       |
| 61             | GP3[12]          | 3           | register_name23   | Bit 28      | GP3P12       |
| 62             | GP3[13]          | 3           | register_name23   | Bit 29      | GP3P13       |
| 63             | GP3[14]          | 3           | register_name23   | Bit 30      | GP3P14       |
| 64             | GP3[15]          | 3           | register_name23   | Bit 31      | GP3P15       |
| 65             | GP4[0]           | 4           | register_name45   | Bit 0       | GP4P0        |
| 66             | GP4[1]           | 4           | register_name45   | Bit 1       | GP4P1        |
| 67             | GP4[2]           | 4           | register_name45   | Bit 2       | GP4P2        |
| 68             | GP4[3]           | 4           | register_name45   | Bit 3       | GP4P3        |
| 69             | GP4[4]           | 4           | register_name45   | Bit 4       | GP4P4        |
| 70             | GP4[5]           | 4           | register_name45   | Bit 5       | GP4P5        |
| 71             | GP4[6]           | 4           | register_name45   | Bit 6       | GP4P6        |
| 72             | GP4[7]           | 4           | register_name45   | Bit 7       | GP4P7        |
| 73             | GP4[8]           | 4           | register_name45   | Bit 8       | GP4P8        |
| 74             | GP4[9]           | 4           | register_name45   | Bit 9       | GP4P9        |
| 75             | GP4[10]          | 4           | register_name45   | Bit 10      | GP4P10       |
| 76             | GP4[11]          | 4           | register_name45   | Bit 11      | GP4P11       |
| 77             | GP4[12]          | 4           | register_name45   | Bit 12      | GP4P12       |
| 78             | GP4[13]          | 4           | register_name45   | Bit 13      | GP4P13       |
| 79             | GP4[14]          | 4           | register_name45   | Bit 14      | GP4P14       |
| 80             | GP4[15]          | 4           | register_name45   | Bit 15      | GP4P15       |
| 81             | GP5[0]           | 5           | register_name45   | Bit 16      | GP5P0        |
| 82             | GP5[1]           | 5           | register_name45   | Bit 17      | GP5P1        |
| 83             | GP5[2]           | 5           | register_name45   | Bit 18      | GP5P2        |
| 84             | GP5[3]           | 5           | register_name45   | Bit 19      | GP5P3        |
| 85             | GP5[4]           | 5           | register_name45   | Bit 20      | GP5P4        |
| 86             | GP5[5]           | 5           | register_name45   | Bit 21      | GP5P5        |
| 87             | GP5[6]           | 5           | register_name45   | Bit 22      | GP5P6        |
| 88             | GP5[7]           | 5           | register_name45   | Bit 23      | GP5P7        |
| 89             | GP5[8]           | 5           | register_name45   | Bit 24      | GP5P8        |
| 90             | GP5[9]           | 5           | register_name45   | Bit 25      | GP5P9        |
| 91             | GP5[10]          | 5           | register_name45   | Bit 26      | GP5P10       |
| 92             | GP5[11]          | 5           | register_name45   | Bit 27      | GP5P11       |
| 93             | GP5[12]          | 5           | register_name45   | Bit 28      | GP5P12       |
| 94             | GP5[13]          | 5           | register_name45   | Bit 29      | GP5P13       |
| 95             | GP5[14]          | 5           | register_name45   | Bit 30      | GP5P14       |
| 96             | GP5[15]          | 5           | register_name45   | Bit 31      | GP5P15       |
| 97             | GP6[0]           | 6           | register_name67   | Bit 0       | GP6P0        |
| 98             | GP6[1]           | 6           | register_name67   | Bit 1       | GP6P1        |
| 99             | GP6[2]           | 6           | register_name67   | Bit 2       | GP6P2        |
| 100            | GP6[3]           | 6           | register_name67   | Bit 3       | GP6P3        |
| 101            | GP6[4]           | 6           | register_name67   | Bit 4       | GP6P4        |
| 102            | GP6[5]           | 6           | register_name67   | Bit 5       | GP6P5        |
| 103            | GP6[6]           | 6           | register_name67   | Bit 6       | GP6P6        |
| 104            | GP6[7]           | 6           | register_name67   | Bit 7       | GP6P7        |
| 105            | GP6[8]           | 6           | register_name67   | Bit 8       | GP6P8        |
| 106            | GP6[9]           | 6           | register_name67   | Bit 9       | GP6P9        |
| 107            | GP6[10]          | 6           | register_name67   | Bit 10      | GP6P10       |
| 108            | GP6[11]          | 6           | register_name67   | Bit 11      | GP6P11       |
| 109            | GP6[12]          | 6           | register_name67   | Bit 12      | GP6P12       |
| 110            | GP6[13]          | 6           | register_name67   | Bit 13      | GP6P13       |
| 111            | GP6[14]          | 6           | register_name67   | Bit 14      | GP6P14       |
| 112            | GP6[15]          | 6           | register_name67   | Bit 15      | GP6P15       |
| 113            | GP7[0]           | 7           | register_name67   | Bit 16      | GP7P0        |
| 114            | GP7[1]           | 7           | register_name67   | Bit 17      | GP7P1        |
| 115            | GP7[2]           | 7           | register_name67   | Bit 18      | GP7P2        |
| 116            | GP7[3]           | 7           | register_name67   | Bit 19      | GP7P3        |
| 117            | GP7[4]           | 7           | register_name67   | Bit 20      | GP7P4        |
| 118            | GP7[5]           | 7           | register_name67   | Bit 21      | GP7P5        |
| 119            | GP7[6]           | 7           | register_name67   | Bit 22      | GP7P6        |
| 120            | GP7[7]           | 7           | register_name67   | Bit 23      | GP7P7        |
| 121            | GP7[8]           | 7           | register_name67   | Bit 24      | GP7P8        |
| 122            | GP7[9]           | 7           | register_name67   | Bit 25      | GP7P9        |
| 123            | GP7[10]          | 7           | register_name67   | Bit 26      | GP7P10       |
| 124            | GP7[11]          | 7           | register_name67   | Bit 27      | GP7P11       |
| 125            | GP7[12]          | 7           | register_name67   | Bit 28      | GP7P12       |
| 126            | GP7[13]          | 7           | register_name67   | Bit 29      | GP7P13       |
| 127            | GP7[14]          | 7           | register_name67   | Bit 30      | GP7P14       |
| 128            | GP7[15]          | 7           | register_name67   | Bit 31      | GP7P15       |
| 129            | GP8[0]           | 8           | register_name8    | Bit 0       | GP8P0        |
| 130            | GP8[1]           | 8           | register_name8    | Bit 1       | GP8P1        |
| 131            | GP8[2]           | 8           | register_name8    | Bit 2       | GP8P2        |
| 132            | GP8[3]           | 8           | register_name8    | Bit 3       | GP8P3        |
| 133            | GP8[4]           | 8           | register_name8    | Bit 4       | GP8P4        |
| 134            | GP8[5]           | 8           | register_name8    | Bit 5       | GP8P5        |
| 135            | GP8[6]           | 8           | register_name8    | Bit 6       | GP8P6        |
| 136            | GP8[7]           | 8           | register_name8    | Bit 7       | GP8P7        |
| 137            | GP8[8]           | 8           | register_name8    | Bit 8       | GP8P8        |
| 138            | GP8[9]           | 8           | register_name8    | Bit 9       | GP8P9        |
| 139            | GP8[10]          | 8           | register_name8    | Bit 10      | GP8P10       |
| 140            | GP8[11]          | 8           | register_name8    | Bit 11      | GP8P11       |
| 141            | GP8[12]          | 8           | register_name8    | Bit 12      | GP8P12       |
| 142            | GP8[13]          | 8           | register_name8    | Bit 13      | GP8P13       |
| 143            | GP8[14]          | 8           | register_name8    | Bit 14      | GP8P14       |
| 144            | GP8[15]          | 8           | register_name8    | Bit 15      | GP8P15       |
+----------------+------------------+-------------+-------------------+-------------+--------------+
